
2.1579,-0.32741,1.5628,-1.1083,0.80797,1.6015,0.12062,0.13619,-0.81866,-0.9563,-1.6075,-1.1334,2.2375,-0.54952,0.32792,-0.58004,-1.1258,0.5568,-1.6306,-0.43316,1.2165,-0.47721,0.38845,0.47216,1.2393
-1.9795,-1.1265,-0.46328,1.2209,-2.3043,-0.46946,-0.94616,-1.401,-1.1868,-0.027422,-0.29087,1.9607,-0.13699,-0.60875,-0.64753,0.69951,-0.27389,-0.41963,-0.21261,-1.7813,-1.2333,0.19651,0.15188,-1.6272,0.64454
1.8218,-0.44024,0.25306,0.21662,-0.29691,0.30658,-0.91287,1.3052,2.1917,0.4744,0.8648,0.47125,-0.30559,1.0902,-1.0195,0.70543,-0.33691,0.9314,-0.68721,-1.5112,0.73048,0.63753,-1.02,-1.481,-1.0694
-0.36578,0.66508,0.19695,-0.61605,0.39224,0.24376,-1.7391,0.1464,0.89779,-0.047055,-1.2852,0.088033,-1.2065,1.9378,0.87312,0.56613,0.25017,0.33904,1.4129,-0.63342,0.3776,1.8643,-0.17959,-0.39418,1.7204
-0.75751,-1.0081,-1.127,-0.38246,0.15792,-1.1785,0.40088,-0.283,1.0595,0.016155,0.44787,-0.36302,-0.47543,-0.23697,-0.37125,0.2052,0.91402,0.52993,-1.5363,1.024,-1.2066,0.27794,1.4068,0.24546,-0.52555
0.54553,0.23885,0.25956,0.85884,-0.30282,-1.0464,0.35212,-1.1983,-0.40615,0.1374,-0.79302,-0.2478,-1.4806,-0.12625,1.6087,-0.80649,0.65198,0.22697,0.7734,0.65709,1.3589,1.4604,0.76935,0.23373,-0.20172
-0.36272,-1.3436,0.26717,-0.084904,-2.0195,1.5203,-1.1398,1.5903,0.87761,-1.3482,-0.30803,-0.14151,0.41243,0.28658,-1.384,-0.74169,-1.3197,0.9799,-0.080294,-1.141,1.151,0.6862,1.3105,0.38067,-0.052686
-1.1412,-1.7745,-1.074,-1.5169,0.1544,-0.18594,-1.2366,0.84874,-0.29696,-0.69336,0.36116,0.42981,-1.1608,-0.64103,-1.6913,-0.42152,0.11467,0.073583,1.3103,-0.56953,0.12908,-0.93546,0.38327,0.46523,0.026941
-0.2845,-0.49442,0.67661,1.3069,1.7755,0.23573,0.03,0.12664,0.15334,1.4014,1.7212,-0.45714,0.67926,0.20844,0.69331,1.5668,-0.71795,0.27899,1.0501,0.33194,-0.30843,-1.5757,-0.90045,-0.83443,0.24317
0.63876,0.59795,-0.064616,0.33826,0.32985,1.5255,0.30649,0.26881,-1.0902,-0.69113,-0.98046,0.49472,-0.58594,0.46186,0.61388,1.1266,-0.40509,-0.72935,-0.1478,-0.50059,-0.38849,-1.3495,0.93301,0.10464,-0.58187
0.52315,0.27932,-1.1562,-1.2194,-1.5323,0.031839,-0.92547,0.37212,-1.8763,-0.066557,0.6366,-0.5395,-1.3934,0.24035,-1.8672,-0.10542,-0.26101,-1.1359,1.5471,0.14137,-2.081,0.55293,-0.1334,0.86759,-0.077097
-2.3508,-0.64081,0.32305,-0.040598,-1.6218,1.247,0.00098628,0.064272,0.42727,0.13188,-0.86999,-0.72771,0.50665,2.6487,1.2427,1.664,-2.1159,0.26572,-0.61546,1.0648,-0.11621,1.0021,-0.44747,0.14242,-0.041013
-0.94067,-0.3677,-1.1763,-1.4275,2.1056,-0.73613,-0.75426,-0.41297,-0.14003,0.53561,-0.47807,-0.97383,1.8172,0.027756,0.52482,-0.82658,1.2948,0.87989,0.21448,0.11472,-1.9968,-1.1614,1.3638,0.22666,1.5102
-0.16879,0.0031894,-1.723,1.5985,-1.5977,-0.49416,-0.24587,-1.3583,0.8377,0.69418,-0.3604,0.25439,-0.40337,-1.0579,-0.13862,0.53371,0.56808,-0.97525,-0.79764,-0.94224,-0.13506,-0.48653,-1.5661,-0.65322,0.47445
0.33795,-0.15305,-0.29832,1.0561,0.82075,0.53343,0.070225,-0.66317,1.932,-0.54662,0.86419,-0.22359,1.4032,2.0113,-0.54766,-0.34099,1.3163,0.68264,0.25557,-1.4156,0.098954,1.5458,1.3265,-0.85002,-1.7397
-0.87851,-0.94129,-0.85887,0.7424,-0.10091,0.017925,1.0647,0.81753,2.2893,-1.6182,-0.077062,0.23334,1.6687,1.3059,-0.81591,-2.6755,1.1213,1.7793,-0.91038,-0.54807,0.1622,0.87501,0.056532,0.72736,-1.9897
0.39382,-0.0048879,-0.44416,-0.071529,-1.1455,0.83961,-2.4513,0.70513,-1.7963,-0.90439,0.72214,-0.23557,0.022475,0.81514,0.16211,-0.10277,-1.6933,-0.76285,-0.3505,0.05019,-1.2182,0.035407,-2.1217,-1.1392,0.64696
-1.0111,0.66011,-0.29916,-0.60738,1.9516,-0.053782,2.3507,-0.83876,0.19132,0.41288,-0.43843,-0.20135,0.64271,-1.0286,0.50034,0.26205,1.4036,0.72597,-0.34854,-0.86007,-0.57287,-1.6802,0.7657,0.38843,-1.1517
-1.8555,0.58026,1.0895,0.0027919,-0.16989,-0.19609,-0.67322,-1.6469,-1.2859,1.8071,0.071562,1.2131,-1.1676,0.97403,1.2034,1.34,0.71989,0.42163,0.35049,2.267,-0.36798,0.91558,-0.33312,1.6837,1.8028
