
0.31409,0.26487,-0.13843,1.7348,-0.86558,0.69045,0.61452,-0.66986,0.026377,-0.31662,1.4304,0.70004,-1.1585,0.7749,-1.6678,0.38869,2.1022,1.3044,0.4445,0.057738,-0.15203,-0.18725,0.84908,0.85117,-0.56985
-1.3758,0.0084902,0.49344,-1.1266,-0.71897,-0.17101,-0.62257,-1.03,0.054419,-0.56236,0.42425,-0.11334,-0.030991,-1.1942,0.11467,0.87595,0.29366,-0.49245,-0.95104,0.012274,0.17272,-0.74895,-0.48771,-0.91234,-1.7201
-1.0774,0.93831,0.080358,-2.0286,-0.48487,0.0716,-0.030745,1.4865,-0.22661,0.032832,0.0079274,-1.3182,-0.70344,-0.3539,0.9433,-0.48381,-0.43044,-0.13716,0.28066,-0.35168,1.3013,-0.78775,0.09682,-0.67892,2.0006
-1.269,-0.69126,-0.43793,-2.3917,-0.86121,1.9359,0.080012,-1.5096,1.2656,0.88733,-0.37785,-0.3992,-0.73613,-1.3907,0.14076,-1.3166,-0.18271,-1.1987,0.046845,0.52705,-2.7391,-0.90509,0.72072,-1.0079,0.34389
-0.5801,1.4838,0.66191,-1.0147,-0.69979,-1.659,-0.30804,1.0664,0.4825,0.9353,-1.3234,0.49499,-0.22022,0.37683,0.13966,0.90676,1.3177,0.3603,-0.98906,1.2031,1.0967,0.76634,0.71529,0.56072,-2.2991
-0.52447,-0.33743,0.22362,-0.39612,-0.88724,1.8826,-0.43054,-1.4651,0.33195,-1.1481,0.59981,-0.12365,-0.78926,0.71493,-0.097824,0.59143,-1.7307,0.099544,-0.89201,1.4816,1.1864,-0.84247,2.0297,1.2175,-0.64805
1.8199,0.95201,0.66499,-0.19875,-0.49906,-0.45195,-0.89149,-0.18119,-0.70827,-0.7522,-1.176,-0.27046,-0.6717,-1.8561,0.53472,0.53266,-0.86565,-1.5681,0.82922,-0.91744,-0.50805,-0.85648,0.72849,-0.32239,-0.904
1.1906,0.016072,0.61261,1.3596,-1.9961,-1.6089,-0.53026,-0.078028,0.073654,0.1222,-0.12932,-0.18606,-1.7414,0.15638,-0.37772,-0.30333,0.86727,-0.1454,0.43221,-0.43577,-1.5575,-0.29964,0.17327,0.23884,0.54182
-1.0651,0.53505,0.1881,0.32454,-0.15613,-0.36349,0.53761,0.099936,-0.68343,0.25754,0.16163,2.5197,-1.0114,0.58398,0.78377,-1.0475,-1.2308,-0.2482,0.14628,0.27655,0.59604,-0.94943,-0.25528,1.5026,0.32797
0.5879,0.92313,0.0048014,0.65577,1.5253,-0.11815,0.43412,0.2484,0.42153,0.97899,-1.3333,-1.8097,-0.022671,1.3663,0.070126,0.21968,0.39502,-0.74473,-0.98673,-0.1311,-1.2321,0.47295,1.2529,0.90171,-2.2093
-1.2438,0.2892,1.5716,-0.5568,-0.55612,-0.35184,-2.0959,0.25121,-1.0481,0.69953,1.0917,0.31769,1.0914,1.0812,0.14498,2.2024,1.5362,-1.0444,-0.64571,-0.33561,1.0461,1.4299,0.7066,0.20735,0.17589
-0.33158,2.0915,1.0108,-0.56954,0.026881,-0.37919,0.082261,0.8003,-1.431,1.0194,0.48891,0.083,-0.44249,0.35452,0.0056522,1.1129,1.072,0.69929,0.47152,-0.32139,1.0889,-1.1421,0.14166,0.34063,-1.3901
-0.57385,-1.3582,0.64616,1.9612,0.59011,-1.3918,0.69747,-0.97956,0.16556,0.69638,-1.2363,-0.7685,0.91313,-2.2254,1.3413,0.67388,0.41171,-0.37095,-1.8529,0.37917,1.2354,-0.29065,0.059846,-0.058597,-2.1587
0.49499,-0.071019,0.42335,-1.4122,-0.3701,-0.49759,0.073459,0.25917,-1.0844,0.048751,-1.6127,-2.5677,0.39136,0.96835,-0.24171,-0.61153,0.66819,-0.37414,1.6304,-0.76999,-0.57364,0.060935,-1.7831,0.46733,0.32623
0.018926,0.80026,0.24407,1.676,-0.75724,-0.47887,-0.83576,0.22614,1.9748,-0.76753,-0.16442,-0.29395,1.5836,-1.5298,-0.35292,-1.2681,0.60757,1.6756,-0.96822,-0.525,1.447,-1.8068,-0.1659,-0.29492,-0.47313
0.25256,1.6749,-1.1332,-0.050034,-1.1291,-0.24035,0.17333,0.34907,-0.83217,-2.5969,0.52316,1.3595,-0.41691,0.72747,-0.83307,-0.1347,-1.1546,0.23953,1.7033,1.5239,-0.70079,0.80661,-0.42695,-0.035637,0.096439
1.1018,-0.26153,0.81384,0.72,-0.25359,-0.57416,0.12221,2.291,-1.4821,-0.15533,-0.71148,-0.55978,-0.036434,1.0849,-1.1938,-0.486,0.61034,0.68331,0.30219,-1.3895,-0.48414,0.46376,-0.50931,0.025101,1.349
-1.7449,0.99144,0.74898,-0.89093,-0.27672,1.9308,-1.3464,2.2954,0.64757,1.6715,-1.2213,-0.10745,-0.41717,0.62655,-0.27021,0.48611,-0.56907,1.1821,-1.4953,0.65991,0.80805,0.84566,0.017202,-0.13714,-1.6944
0.91955,-0.50785,0.85138,0.56181,-0.81909,-1.4822,0.0076379,-0.63428,-0.5781,-1.4508,0.55194,-1.2036,0.617,1.6025,0.93808,-0.21867,-0.41404,0.53428,-2.3697,1.4667,-2.2111,0.19935,-0.15363,-2.0014,1.494
0.79254,-1.6516,-1.111,-0.77524,0.27242,-2.0029,0.13442,0.19615,1.3376,0.28755,-0.40391,1.8263,0.6756,-0.72142,-0.10697,-0.77015,1.1061,0.18309,-0.66977,-0.94935,-0.038893,-0.3776,0.2227,0.96029,-0.29461
0.032207,0.70647,-0.88896,-0.23263,-0.57052,-0.040829,-0.43062,0.51352,-1.891,0.2861,0.54831,-0.34025,0.77371,1.5116,-0.79959,0.18116,-0.36928,-0.45979,-1.1333,0.14591,-0.40807,-1.559,0.31137,1.2992,1.0053
-0.95765,0.51455,0.7853,-0.85851,-0.68671,-0.41868,-0.24316,0.68375,0.69326,0.066657,0.26694,-0.95754,-0.68211,0.81437,-1.4158,0.15517,-0.89593,0.13223,0.38571,-0.46059,0.078902,-1.6648,-0.57734,0.8438,0.33598
-0.40904,-0.29147,1.1089,0.65852,-0.7168,-0.13342,0.37361,0.69034,1.3634,0.16007,-1.0118,-0.62281,0.54711,-1.161,-0.6829,-0.19428,-0.14474,-0.35235,1.2589,-0.099744,0.38737,1.908,0.2987,1.5631,-0.1048
0.90505,1.8512,0.038322,-0.77763,0.28224,0.13362,0.032721,-0.99099,-0.13505,-0.65252,0.742,2.1826,-0.43253,-0.4368,0.96714,-0.12649,0.40996,-0.63514,1.1471,0.63464,0.57382,-2.151,-0.61934,0.92022,0.2909
-1.3015,0.25699,-1.1421,0.78955,-1.4839,0.50418,-1.2486,1.9766,-1.0841,-0.63962,-0.42072,2.3769,-1.2979,-0.7148,-0.50032,0.033318,1.4625,-0.53216,-0.80784,0.25737,-0.74204,0.76508,0.040119,1.0324,0.48851
